Model,Sentence,Target,Sentiment,published_time
TSC,"On the Ukraine issue, China has actively promoted talks for peace, put forth four points, four things that the international community should do together and three observations, and released China's position on the political settlement of the Ukraine crisis and has dispatched the special representative of the Chinese government on Eurasian affairs to engage in extensive interactions and exchanges with stakeholders on the political settlement of the Ukraine crisis. ",UN,positive,2023-09-26
TSC,"On the Ukraine issue, China has actively promoted talks for peace, put forth four points, four things that the international community should do together and three observations, and released China's position on the political settlement of the Ukraine crisis and has dispatched the special representative of the Chinese government on Eurasian affairs to engage in extensive interactions and exchanges with stakeholders on the political settlement of the Ukraine crisis. ",EU,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",China,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",Saudi Arabia,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",Middle East,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",UN,positive,2023-09-26
TSC,"China has also proposed a range of regional and bilateral initiatives on building communities of shared future and working with stakeholders to build consensus and expand cooperation, there by playing a constructive role in promoting regional peace and development.",US,positive,2023-09-26
TSC,"China has also proposed a range of regional and bilateral initiatives on building communities of shared future and working with stakeholders to build consensus and expand cooperation, there by playing a constructive role in promoting regional peace and development.",China,positive,2023-09-26
TSC,"China has also proposed a range of regional and bilateral initiatives on building communities of shared future and working with stakeholders to build consensus and expand cooperation, there by playing a constructive role in promoting regional peace and development.",UN,positive,2023-09-26
TSC,"Over the past decade, the vision of a global community of shared future has gained broader support.",UN,positive,2023-09-26
TSC,"More countries and people have come to the understanding that this vision serves the common interests of humanity, represents popular calls for peace, justice and progress, and can create the greatest synergy among all nations for building a better world, the white paper said.",US,positive,2023-09-26
TSC,"More countries and people have come to the understanding that this vision serves the common interests of humanity, represents popular calls for peace, justice and progress, and can create the greatest synergy among all nations for building a better world, the white paper said.",UN,positive,2023-09-26
TSC," 

Ultra Orthodox Jews perform the Kaparot ceremony, where white chickens are slaughtered as a symbolic gesture of atonement ahead of Yom Kippur, the Jewish Day of Atonement, in Beit Shemesh, Israel, on Sept. 20, 2023.(Photo: Xinhua) 



",Israel,neutral,2023-09-22
TSC,"An Ultra-Orthodox Jew holds a white chicken for the Kaparot ceremony, where white chickens are slaughtered as a symbolic gesture of atonement ahead of Yom Kippur, the Jewish Day of Atonement, in Bnei Brak, a suburb of Tel Aviv, Israel on Sept. 20, 2023.(Photo: Xinhua)",Israel,neutral,2023-09-22
TSC," 

A young Palestinian patient receives treatment at the dialysis department of a hospital in Gaza City, Sept. 20, 2023.",Gaza,neutral,2023-09-21
TSC," 

A young Palestinian patient receives treatment at the dialysis department of a hospital in Gaza City, Sept. 20, 2023.",UN,neutral,2023-09-21
TSC,"At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday(Photo: Xinhua) At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday.",Hamas,neutral,2023-09-21
TSC,"At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday(Photo: Xinhua) At least 1,100 Palestinian kidney patients are facing an interruption of life-saving treatment due to a lack of medicines and medical equipment in the coastal enclave, the Hamas-run Health Ministry said on Wednesday.",UN,neutral,2023-09-21
TSC,"They include 38 children who are in danger of being denied access to dialysis sessions, Ashraf Abu Mahdi, director of the pharmacy department in the Health Ministry, said in a press conference held in Gaza.",Gaza,neutral,2023-09-21
TSC,"""Patients with kidney failure are forced to live in difficult health conditions as medical supplies will be used up soon,"" Abu Mahdi added.",US,neutral,2023-09-21
TSC,"Abu Mahdi indicated that stores run by the ministry in Gaza are short of related medical supplies, and the hospitals in Gaza provide 13,000 dialysis sessions for patients per month.",Gaza,neutral,2023-09-21
TSC,"Abu Mahdi indicated that stores run by the ministry in Gaza are short of related medical supplies, and the hospitals in Gaza provide 13,000 dialysis sessions for patients per month.",UN,neutral,2023-09-21
TSC,"He accused Israel of ""banning the transport and shipment of medical supplies to the hospitals of the coastal enclave, putting the lives of thousands of kidney patients at risk.",Israel,negative,2023-09-21
TSC,"He accused Israel of ""banning the transport and shipment of medical supplies to the hospitals of the coastal enclave, putting the lives of thousands of kidney patients at risk.",US,neutral,2023-09-21
TSC,"""Israel has imposed a tight blockade on the Gaza Strip, home to more than 2 million people, since the Hamas movement seized control of the enclave in 2007, widely blamed by Gazans for their poverty and hardship.",Israel,neutral,2023-09-21
TSC,"""Israel has imposed a tight blockade on the Gaza Strip, home to more than 2 million people, since the Hamas movement seized control of the enclave in 2007, widely blamed by Gazans for their poverty and hardship.",Gaza,neutral,2023-09-21
TSC,"""Israel has imposed a tight blockade on the Gaza Strip, home to more than 2 million people, since the Hamas movement seized control of the enclave in 2007, widely blamed by Gazans for their poverty and hardship.",Hamas,negative,2023-09-21
TSC,A US Marine Corps F-35B went down over South Carolina on Sunday after its pilot ejected mid-flight for reasons unknown.,US,neutral,2023-09-21
TSC,A US Marine Corps F-35B went down over South Carolina on Sunday after its pilot ejected mid-flight for reasons unknown.,UN,neutral,2023-09-21
TSC,And what role does the waste and fraud in the US military-industrial complex play in creating such a Frankenstein’s monster of an aircraft?,US,negative,2023-09-21
TSC,"Debris from the F-35B that went missing over South Carolina on September 17 was found in Williamsburg County, South Carolina, about two hours northeast of Joint Base Charleston on Monday following more than a day of frantic searching by the military.",UN,neutral,2023-09-21
TSC,An as yet unspecified “mishap” was blamed for the accident.,UN,neutral,2023-09-21
TSC,The pilot escaped unscathed.,UN,neutral,2023-09-21
TSC,"“The mishap is currently under investigation, and we are unable to provide additional details to preserve the integrity of the investigative process,” the Marine Corps said in a statement Monday.",UN,neutral,2023-09-21
TSC,"The Marines ordered a two-day global pause in all aerial operations, with the errant F-35B becoming the third major aviation-related accident suffered by the military branch in less than two months.",US,neutral,2023-09-21
TSC,"Air units will be discussing “fundamentals of safe flight operations, ground safety, maintenance and flight procedures, and maintaining combat readiness,” the Marine Corps said.",US,positive,2023-09-21
TSC,"Air units will be discussing “fundamentals of safe flight operations, ground safety, maintenance and flight procedures, and maintaining combat readiness,” the Marine Corps said.",UN,positive,2023-09-21
TSC,The pilot emerged unscathed.,UN,negative,2023-09-21
TSC,"On May 19, 2020, a US Air Force F-35A from the 58th Fighter Squadron crashed while performing a landing at Eglin Air Force Base in western Florida.",US,neutral,2023-09-21
TSC,"On May 19, 2020, a US Air Force F-35A from the 58th Fighter Squadron crashed while performing a landing at Eglin Air Force Base in western Florida.",West,neutral,2023-09-21
TSC,Pilot error (trying to land at excessive speed) and a mechanical defect related to a flight control glitch that left the plane’s tail unresponsive were blamed.,UN,negative,2023-09-21
TSC,"On September 29, 2020, a US Marine Corps F-35B was lost over Imperial County, California after colliding with a KC-130 tanker during midflight refueling.",US,neutral,2023-09-21
TSC,"On September 29, 2020, a US Marine Corps F-35B was lost over Imperial County, California after colliding with a KC-130 tanker during midflight refueling.",UN,neutral,2023-09-21
TSC,"On November 17, 2021, a British Royal Air Force F-35B plunged into the Mediterranean Sea after its pilot ejected during routine operations.",UN,neutral,2023-09-21
TSC,The pilot emerged unharmed.,UN,neutral,2023-09-21
TSC,"On January 24, 2022, a US Navy F-35C plunged into the South China Sea after making a hard landing on the USS Carl Vinson super carrier.",US,neutral,2023-09-21
TSC,"On January 24, 2022, a US Navy F-35C plunged into the South China Sea after making a hard landing on the USS Carl Vinson super carrier.",China,neutral,2023-09-21
TSC,"On January 24, 2022, a US Navy F-35C plunged into the South China Sea after making a hard landing on the USS Carl Vinson super carrier.",UN,neutral,2023-09-21
TSC,"On October 19, 2022, another F-35, this one from the US Air Force, crashed at Hill Air Force Base in Utah during a training mission.",US,neutral,2023-09-21
TSC,It was later determined that turbulent air somehow confused the jet’s onboard avionics to the point where the aircraft became uncontrollable.,US,neutral,2023-09-21
TSC,It was later determined that turbulent air somehow confused the jet’s onboard avionics to the point where the aircraft became uncontrollable.,UN,neutral,2023-09-21
TSC,"Finally, on December 15, 2022, a US Navy F-35B crashed while attempting to perform a vertical landing at Naval Air Station Joint Reserve Base Fort Worth in Texas during testing of the jet’s systems.",US,neutral,2023-09-21
TSC,"A “harmonic resonance” issue related to the jet’s Pratt & Whitney F135 engine was blamed, with the Pentagon halting further F-35 deliveries by Lockheed until an investigation was concluded.",UN,neutral,2023-09-21
TSC,"The aircraft, which has an astronomical total estimated purchase and sustainment price tag of over $1.7 trillion, and a per-plane cost of $70-$90 million, has faced years of harsh criticism from US officials, including former President Donald Trump at one point, who said the jet’s costs had spiraled “out of control.”At",US,neutral,2023-09-21
TSC,", the F-35 is the product of an idea that metastasized in the Pentagon after the end of the Cold War, envisioning an all-in-one fighter platform which could be used by every branch of the military, equipped with vertical take-off and landing capability, and carry out a broad array of missions using a variety of onboard weapons.",US,positive,2023-09-21
TSC,"The do-it-all jet was supposed to replace nearly all of America’s fourth-gen fighter, strike, and ground attack aircraft, including the F-16 Falcon, the F/A-18 Hornet and Super Hornet, the AV-8B Harrier II, and others.",UN,neutral,2023-09-21
TSC,"The jet features just a single onboard engine – the aforementioned Pratt & Whitney F135, with engine-related troubles not only regularly referred to by watchdogs as a “leading driver” of the F-35’s problems remaining “mission capable,” but also making its operation over enemy territory or over the sea risky, since if something goes wrong, the plane doesn’t have a backup engine to limp home with.",US,neutral,2023-09-21
TSC,"In its 2023 report, the congressional Government Accountability Office revealed that the F-35 program “continues to experience schedule delays, cost growth, and late deliveries,” with procurement costs jumping by $13.4 billion since 2019, and modernization behind schedule and over budget.",UN,neutral,2023-09-21
TSC,"[i.e. critical issues which could jeopardize flight safety and security], and 816 as category 2, [i.e. those which could impede or constrain mission success].”In all, between December 2006 and 2023, the GAO has reported a whopping 277 category 1 and 2,467 category 2 deficiencies with the aircraft, among them serious issues like cabin over-pressurization, problems with the jets’ night vision systems, software bugs, radar issues, corrosion, ejection seats which could snap pilots’ necks, etc.Is a Culture of Largess to Blame?Sunday’s accident in South Carolina is the latest piece of F-35-related bad news for Lockheed Martin.",US,negative,2023-09-21
TSC,"[i.e. critical issues which could jeopardize flight safety and security], and 816 as category 2, [i.e. those which could impede or constrain mission success].”In all, between December 2006 and 2023, the GAO has reported a whopping 277 category 1 and 2,467 category 2 deficiencies with the aircraft, among them serious issues like cabin over-pressurization, problems with the jets’ night vision systems, software bugs, radar issues, corrosion, ejection seats which could snap pilots’ necks, etc.Is a Culture of Largess to Blame?Sunday’s accident in South Carolina is the latest piece of F-35-related bad news for Lockheed Martin.",UN,negative,2023-09-21
TSC,"In June, it was reported that the Pentagon had halted the delivery of any additional upgraded F-35s until major issues related to new Technology Refresh 3 (TR-3) hardware and weapons-related software were resolved.",UN,neutral,2023-09-21
TSC,"DoD F-35 program director Mike Schmidt told Congress in March that the risk assessment related to the TR-3 hardware upgrade wouldn’t be finished until April 2024.Despite the delays and array of technical problems, the weapons giant has continued to rack up generous contracts related to F-35 procurement and production.",US,neutral,2023-09-21
TSC,"DoD F-35 program director Mike Schmidt told Congress in March that the risk assessment related to the TR-3 hardware upgrade wouldn’t be finished until April 2024.Despite the delays and array of technical problems, the weapons giant has continued to rack up generous contracts related to F-35 procurement and production.",UN,neutral,2023-09-21
TSC,"For example, in July, the US Navy ordered a $490 million package of equipment from Lockheed “to procure various material mod kits, special test/tooling equipment, as well as…product engineering” for already delivered, but defective planes.",US,neutral,2023-09-21
TSC,"In August, Lockheed received another $606 million “fixed-price incentive (firm-target) undefinitized” contract “for long lead time materials, parts, components, and efforts to support of maintaining on-time production and delivery of 173 Lot 19 F-35 Joint Strike Fighter aircraft for Foreign Military Sales (FMS) customers and non-US Department of Defense (DOD) participants.",US,neutral,2023-09-21
TSC,"In August, Lockheed received another $606 million “fixed-price incentive (firm-target) undefinitized” contract “for long lead time materials, parts, components, and efforts to support of maintaining on-time production and delivery of 173 Lot 19 F-35 Joint Strike Fighter aircraft for Foreign Military Sales (FMS) customers and non-US Department of Defense (DOD) participants.",UN,positive,2023-09-21
TSC,"terms of the contracts seem to be the culprit behind the F-35’s soaring costs (and Lockheed’s soaring profits, despite delivery of defective products), with so-called “cost-plus” and “undefinitized” contracts effectively making any overruns the buyer’s problem – i.e. that of US taxpayers, and of citizens of any country unfortunate enough to pen contracts for the planes from Lockheed.",US,negative,2023-09-21
TSC,"terms of the contracts seem to be the culprit behind the F-35’s soaring costs (and Lockheed’s soaring profits, despite delivery of defective products), with so-called “cost-plus” and “undefinitized” contracts effectively making any overruns the buyer’s problem – i.e. that of US taxpayers, and of citizens of any country unfortunate enough to pen contracts for the planes from Lockheed.",UN,negative,2023-09-21
TSC,"What About America’s Competitors?The worst part about the F-35’s troublesome history seems to be that the F-35 has already become ""obsolete"" in the sense that many of the US and NATO’s competitors have obtained the ability to defeat them, with Russia and China gaining capabilities to track and target the jets going back to the mid-to-late 2010s.",US,negative,2023-09-21
TSC,"What About America’s Competitors?The worst part about the F-35’s troublesome history seems to be that the F-35 has already become ""obsolete"" in the sense that many of the US and NATO’s competitors have obtained the ability to defeat them, with Russia and China gaining capabilities to track and target the jets going back to the mid-to-late 2010s.",China,negative,2023-09-21
TSC,"In April, Iran announced that its engineers had created advanced radar technologies to not only detect F-35s, but identify the radar signature of individual F-35 planes, enabling the Islamic Republic to plan defensive operations accordingly.",UN,neutral,2023-09-21
TSC,Experts said the incident shows the US has been unable to take seriously and overcome major issues affecting public safety and the environment and ecology in the country.,US,negative,2023-09-15
TSC,Experts said the incident shows the US has been unable to take seriously and overcome major issues affecting public safety and the environment and ecology in the country.,UN,positive,2023-09-15
TSC,The incident happened on Union Pacific Railroad tracks in the city of North Platte.,UN,neutral,2023-09-15
TSC,"North Platte Volunteer Fire Department announced that they would order those living in the area to evacuate due to the toxic smoke from the railroad, according to media reports.",UN,neutral,2023-09-15
TSC,"""In a statement to DailyMail.com, Union Pacific Railroad said that an explosion occurred inside a container which resulted in several railcars catching fire.",UN,neutral,2023-09-15
TSC,"Union Pacific said that one of the containers contained a hazardous chemical called perchloric acid, according to Daily Mail.",US,neutral,2023-09-15
TSC,"Union Pacific said that one of the containers contained a hazardous chemical called perchloric acid, according to Daily Mail.",UN,neutral,2023-09-15
TSC,"Perchloric is a hazardous material used in food, drugs and biocidal products, as well as explosives, according to the report.",US,neutral,2023-09-15
TSC,"Two months ago, a fire at a Louisiana chemical plant triggered explosions that shook homes several miles away and sent flames and smoke billowing into the air in mid-July, prompting emergency officials to urge a few hundred nearby residents to shelter indoors for several hours and to turn off their air conditioners, the Associated Press reported.",UN,neutral,2023-09-15
TSC,"Another was a flawed system of governance in the US transport industry, experts noted.",US,neutral,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",US,negative,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",China,neutral,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",UN,neutral,2023-09-15
TSC,"This shows that the US has been unable to take seriously and overcome serious and major issues affecting public safety and the environment and ecology in the country, Li said.",US,negative,2023-09-15
TSC,"This shows that the US has been unable to take seriously and overcome serious and major issues affecting public safety and the environment and ecology in the country, Li said.",UN,positive,2023-09-15
TSC,"""It must be said that this is a great irony to the self-proclaimed internal governance of the most advanced country in the world.",US,neutral,2023-09-15
TSC,"""It must be said that this is a great irony to the self-proclaimed internal governance of the most advanced country in the world.",UN,neutral,2023-09-15
TSC,"""Analysts said that the frequent occurrence of similar incidents shows that the error correction mechanism in the US has failed.",US,neutral,2023-09-15
TSC,"Apart from this, racism and the proliferation of guns are also clear examples of the failure of error correction mechanisms, experts noted.",UN,negative,2023-09-15
TSC," 

A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West,neutral,2023-09-14
TSC," 

A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West Bank,neutral,2023-09-14
TSC,Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.(Photo: Xinhua) 



",UN,neutral,2023-09-14
TSC,"A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West,neutral,2023-09-14
TSC,"A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West Bank,neutral,2023-09-14
TSC,Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.(Photo:",UN,neutral,2023-09-14
TSC,Xinhua) Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.",UN,neutral,2023-09-14
TSC," 

Displaced Palestinian children wait to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",Palestine,neutral,2023-09-14
TSC," 

Displaced Palestinian children wait to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",UN,neutral,2023-09-14
TSC,"The latest round of armed clashes between members of the Fatah Movement and Islamic militants in the Ain Al-Helweh Palestinian refugee camp broke out last Thursday evening and intensified in the following days.(Photo: Xinhua) 



 



Palestinians from Ain Al-Helweh camp prepare to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",UN,neutral,2023-09-14
TSC,The latest round of armed clashes between members of the Fatah Movement and Islamic militants in the Ain Al-Helweh Palestinian refugee camp broke out last Thursday evening and intensified in the following days(Photo: Xinhua),UN,neutral,2023-09-14
TSC,"Chongqing, Sichuan, Shandong… Stelios Virvidakis expectantly plans his next China tour before a visit by the Global Times at his office in Athens, Greece. ",China,neutral,2023-09-14
TSC,The University of Athens professor has grown far busier recently since he and four other Greek scholars launched the Center of Chinese and Greek Ancient Civilizations in February.,US,neutral,2023-09-14
TSC,The University of Athens professor has grown far busier recently since he and four other Greek scholars launched the Center of Chinese and Greek Ancient Civilizations in February.,UN,neutral,2023-09-14
TSC,"Over the summer, the center has received two scholars from China who have given lectures on the history of China, and other visiting guests from places like Israel, who offered their views on Chinese medicine and its history, and a lecturer from France with insights in Chinese mathematics and how scholars in ancient China studied the living science.",Israel,neutral,2023-09-14
TSC,"Over the summer, the center has received two scholars from China who have given lectures on the history of China, and other visiting guests from places like Israel, who offered their views on Chinese medicine and its history, and a lecturer from France with insights in Chinese mathematics and how scholars in ancient China studied the living science.",China,neutral,2023-09-14
TSC,"""Students found them to be very interesting and greatly appreciated the lectures,"" Virvidakis told the Global Times.",UN,positive,2023-09-14
TSC,"""Greece and China share so many similarities.",China,neutral,2023-09-14
TSC,"""Mutual learning Chinese President Xi Jinping replied to a letter from Virvidakis and four other Greek scholars earlier in 2023, extending congratulations over the founding of the Center of Chinese and Greek Ancient Civilizations.",UN,neutral,2023-09-14
TSC,"""Mutual learning Chinese President Xi Jinping replied to a letter from Virvidakis and four other Greek scholars earlier in 2023, extending congratulations over the founding of the Center of Chinese and Greek Ancient Civilizations.",Xi Jinping,positive,2023-09-14
TSC,"Hailing the long history of the Chinese civilization and profound influence of the ancient Greek civilization, Xi said in the letter that more than 2,000 years ago, the two civilizations shone brightly on the two ends of the Eurasian continent, jointly making a fundamental contribution to the evolution of human civilization.",UN,positive,2023-09-14
TSC,"Hailing the long history of the Chinese civilization and profound influence of the ancient Greek civilization, Xi said in the letter that more than 2,000 years ago, the two civilizations shone brightly on the two ends of the Eurasian continent, jointly making a fundamental contribution to the evolution of human civilization.",EU,neutral,2023-09-14
TSC,"The era coincided with a period in China in which ""a hundred schools of thought contended with each other"" and flourished together.",China,neutral,2023-09-14
TSC,"The era coincided with a period in China in which ""a hundred schools of thought contended with each other"" and flourished together.",UN,positive,2023-09-14
TSC,"As early as the 4th century BC, China was known to the Greeks by a beautiful name:",China,positive,2023-09-14
TSC,"In the 16th century, Euclid's Elements was introduced into China, paving the way for scientific exchanges between China and the West.",China,neutral,2023-09-14
TSC,"In the 16th century, Euclid's Elements was introduced into China, paving the way for scientific exchanges between China and the West.",West,neutral,2023-09-14
TSC,"In the 16th century, Euclid's Elements was introduced into China, paving the way for scientific exchanges between China and the West.",EU,positive,2023-09-14
TSC,The story of Prometheus narrated by Aeschylus was an inspiration to many Chinese revolutionaries.,US,neutral,2023-09-14
TSC,The story of Prometheus narrated by Aeschylus was an inspiration to many Chinese revolutionaries.,EU,neutral,2023-09-14
TSC,The Republic by Plato and Politics by Aristotle are also among the Greek classics known to have long made a name for themselves in China.,China,neutral,2023-09-14
TSC,"However, Chinese art, Chinese painting, Chinese poetry, especially love poems, even detective stories about China, are incredibly fascinating.",China,neutral,2023-09-14
TSC,Greek archaeologists who are interested in Chinese archeology want to know how China explores the past.,China,neutral,2023-09-14
TSC,"You have Chinese opera with music.""",US,neutral,2023-09-14
TSC,"Actors and artists always want to study similarities and look at the differences, which is also the commitment of the center to promoting exchanges and mutual learning between the two civilizations and promoting the development of civilizations in various countries. ",US,positive,2023-09-14
TSC,"Actors and artists always want to study similarities and look at the differences, which is also the commitment of the center to promoting exchanges and mutual learning between the two civilizations and promoting the development of civilizations in various countries. ",UN,positive,2023-09-14
TSC,"China also has this appeal because people in the West think ""it's very different, it's exotic, something strange, but then they realize that it's beautiful for them.""",US,neutral,2023-09-14
TSC,"China also has this appeal because people in the West think ""it's very different, it's exotic, something strange, but then they realize that it's beautiful for them.""",China,positive,2023-09-14
TSC,"China also has this appeal because people in the West think ""it's very different, it's exotic, something strange, but then they realize that it's beautiful for them.""",West,neutral,2023-09-14
TSC,"So ""they find a lot of aspects that they have not thought about before in order to understand.",UN,neutral,2023-09-14
TSC,"""

Tiantan, a UNESCO World Heritage Site built in 1420, in Beijing Photo: VCGPhilosophy, a way of life There is a feeling among some people in the West that the Chinese system is different in some ways, said the professor.",West,neutral,2023-09-14
TSC,"""

Tiantan, a UNESCO World Heritage Site built in 1420, in Beijing Photo: VCGPhilosophy, a way of life There is a feeling among some people in the West that the Chinese system is different in some ways, said the professor.",UN,neutral,2023-09-14
TSC,"For instance,the European and American systems place great emphasis on individual rights, but China takes a more holistic approach in which ""harmony, social harmony is more important in sovereign.",China,positive,2023-09-14
TSC,"For instance,the European and American systems place great emphasis on individual rights, but China takes a more holistic approach in which ""harmony, social harmony is more important in sovereign.",EU,positive,2023-09-14
TSC,"As I said, I don't think there is any danger of Greece threatening China or China occupying Greece.",China,neutral,2023-09-14
TSC,"""In February, Virvidakis held a lecture at the center's launching ceremony, titled Philosophy is a Way of Life.",UN,neutral,2023-09-14
TSC,"Philosophy is not just theory, he said, noting that in ancient Greece and China it didn't mean just making theories about the universe, nature, god, or much of the unknown world.",US,neutral,2023-09-14
TSC,"Philosophy is not just theory, he said, noting that in ancient Greece and China it didn't mean just making theories about the universe, nature, god, or much of the unknown world.",China,neutral,2023-09-14
TSC,"Philosophy is not just theory, he said, noting that in ancient Greece and China it didn't mean just making theories about the universe, nature, god, or much of the unknown world.",UN,neutral,2023-09-14
TSC,""" Western philosophy cannot be understood just by itself as there are also Chinese and Indian schools of philosophy among others.",US,neutral,2023-09-14
TSC,""" Western philosophy cannot be understood just by itself as there are also Chinese and Indian schools of philosophy among others.",West,neutral,2023-09-14
TSC,""" Western philosophy cannot be understood just by itself as there are also Chinese and Indian schools of philosophy among others.",UN,negative,2023-09-14
TSC,"""It is easier to see some similarities in ideas between Confucius and Socrates or Confucius and Aristotle,"" said Virvidakis, explaining why he is so fond of Chinese philosophy, especially Confucius thought. ",US,neutral,2023-09-14
TSC,Modern people don't just derive happiness from materialism.,US,neutral,2023-09-14
TSC,"Virvidakis said that one of the most important reasons for his involving in such studies and exchanges was because ""I'm interested and I want to learn more.",US,positive,2023-09-14
TSC," Musicians perform during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",Israel,neutral,2023-09-29
TSC," Musicians perform during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",US,neutral,2023-09-29
TSC," Musicians perform during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",China,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,"(Xinhua/Chen Junqing) Actors perform at a gala celebrating the Mid-Autumn Festival in Hanoi, Vietnam, Sept. 20, 2023.",UN,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,"(Xinhua/Hu Jiali) People taste mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",Israel,neutral,2023-09-29
TSC,"(Xinhua/Hu Jiali) People taste mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",China,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,(Xinhua/Chen Junqing) ,UN,neutral,2023-09-29
TSC,"A woman takes photos of mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",Israel,neutral,2023-09-29
TSC,"A woman takes photos of mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",China,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,(Xinhua/Chen Junqing) ,UN,neutral,2023-09-29
TSC,"A person practices Chinese calligraphy during an event celebrating the Mid-Autumn Festival held by the Confucius Institute at the University of Latvia in Riga, Latvia, Sept. 25, 2023.",US,neutral,2023-09-29
TSC,"A person practices Chinese calligraphy during an event celebrating the Mid-Autumn Festival held by the Confucius Institute at the University of Latvia in Riga, Latvia, Sept. 25, 2023.",UN,neutral,2023-09-29
